#name,distance,star_mag,planet_type,discovery_yr,mass_ME,radius_RE,orbital_radius_AU,orbital_period_yr,eccentricity,detection_method
Kepler-296 b,545.0,16.363,Super Earth,2014,3.22,1.61,0.079,0.029842572,0.33,Transit
Kepler-296 c,545.0,16.363,Neptune-like,2014,4.66,2.0,0.0521,0.015879534,0.33,Transit
Kepler-296 d,545.0,16.363,Neptune-like,2014,5.02,2.09,0.118,0.05448323,0.33,Transit
Kepler-296 e,545.0,16.363,Super Earth,2014,2.96,1.53,0.169,0.09336071,0.33,Transit
Kepler-296 f,545.0,16.363,Super Earth,2014,3.89,1.8,0.255,0.17330596,0.33,Transit
Kepler-297 b,2258.0,14.326,Gas Giant,2014,48.65,2.8672,0.217,0.1065024,,Transit
Kepler-297 c,2258.0,14.326,Gas Giant,2014,41.98,6.5296,0.336,0.20506503,,Transit
Kepler-298 b,1690.0,15.617,Super Earth,2014,4.5,1.96,0.08,0.028747434,,Transit
Kepler-298 c,1690.0,15.617,Super Earth,2014,4.38,1.93,0.136,0.062696785,,Transit
Kepler-298 d,1690.0,15.617,Neptune-like,2014,6.8,2.4976,0.305,0.21218343,,Transit
Kepler-299 b,3432.0,15.232,Super Earth,2014,2.3,1.32,0.04,0.007939767,,Transit
Kepler-299 c,3432.0,15.232,Neptune-like,2014,7.51,2.6432,0.07,0.01889117,,Transit
Kepler-299 d,3432.0,15.232,Super Earth,2014,4.12,1.86,0.118,0.041341547,,Transit
Kepler-299 e,3432.0,15.232,Super Earth,2014,4.16,1.87,0.22,0.10485968,,Transit
Kepler-29 b,2716.0,15.547,Neptune-like,2011,5.0,2.5424,0.0919,0.028199865,,Transit
Kepler-29 c,2716.0,15.547,Neptune-like,2011,4.5,2.3408,0.1087,0.036413416,,Transit
Kepler-300 b,3583.0,14.25,Super Earth,2014,3.43,1.67,0.094,0.028473647,,Transit
Kepler-300 c,3583.0,14.25,Neptune-like,2014,5.69,2.2512,0.232,0.111430526,,Transit
Kepler-301 b,2346.0,14.458,Super Earth,2014,2.39,1.35,0.036,0.006844627,,Transit
Kepler-301 c,2346.0,14.458,Super Earth,2014,2.39,1.35,0.06,0.014784395,,Transit
Kepler-301 d,2346.0,14.458,Super Earth,2014,3.71,1.75,0.112,0.03778234,,Transit
Kepler-302 b,4575.0,15.694,Neptune-like,2014,15.5,4.0544,0.193,0.082683094,,Transit
Kepler-302 c,4575.0,15.694,Gas Giant,2014,,12.4432,0.503,0.34852841,,Transit
Kepler-303 b,684.0,14.917,Terrestrial,2014,0.64,0.89,0.024,0.005201916,,Transit
Kepler-303 c,684.0,14.917,Super Earth,2014,1.55,1.14,0.057,0.01943874,,Transit
Kepler-304 b,1418.0,15.065,Neptune-like,2014,8.55,2.856,0.039,0.009034907,,Transit
Kepler-304 c,1418.0,15.065,Neptune-like,2014,5.35,2.17,0.054,0.01451061,,Transit
Kepler-304 d,1418.0,15.065,Neptune-like,2014,8.0,2.744,0.08,0.026557151,,Transit
Kepler-304 e,1418.0,15.065,Super Earth,2016,1.87,1.2,0.0232,0.004106776,,Transit
Kepler-305 b,2833.0,15.851,Neptune-like,2013,10.5,3.5952,0.0571,0.015058179,,Transit
Kepler-305 c,2833.0,15.851,Neptune-like,2013,6.0,3.2928,0.0752,0.022724163,,Transit
Kepler-305 d,2833.0,15.851,Neptune-like,2014,9.1,2.7104,0.121,0.045722112,,Transit
Kepler-305 e,2833.0,15.851,Super Earth,2020,3.87,1.794,0.0399,0.008761123,,Transit
Kepler-306 b,2530.0,15.575,Super Earth,2014,2.92,1.52,0.05,0.012594113,,Transit
Kepler-306 c,2530.0,15.575,Neptune-like,2014,6.12,2.352,0.067,0.019712524,,Transit
Kepler-306 d,2530.0,15.575,Neptune-like,2014,6.66,2.464,0.12,0.047364816,,Transit
Kepler-306 e,2530.0,15.575,Neptune-like,2014,5.77,2.2736,0.227,0.12265571,,Transit
Kepler-307 b,1878.0,14.149,Neptune-like,2013,7.44,2.4304,0.0917,0.028473647,,Transit
Kepler-307 c,1878.0,14.149,Neptune-like,2013,3.64,2.2,0.1068,0.035865847,,Transit
Kepler-308 b,4358.0,16.019,Neptune-like,2014,5.14,2.12,0.09,0.026557151,,Transit
Kepler-308 c,4358.0,16.019,Neptune-like,2014,5.31,2.16,0.123,0.042162903,,Transit
Kepler-309 b,1776.0,15.418,Super Earth,2014,3.05,1.56,0.059,0.01615332,,Transit
Kepler-309 c,1776.0,15.418,Neptune-like,2014,6.85,2.5088,0.401,0.28856948,,Transit
Kepler-30 b,2982.0,15.726,Neptune-like,2012,11.3,3.8976,0.18,0.08021902,0.04,Transit
Kepler-30 c,2982.0,15.726,Gas Giant,2012,639.18,12.2864,0.3,0.1650924,0.01,Transit
Kepler-30 d,2982.0,15.726,Neptune-like,2012,23.1,8.792,0.5,0.392334,0.02,Transit
Kepler-310 b,1965.0,14.376,Super Earth,2014,1.81,1.19,0.111,0.038056124,,Transit
Kepler-310 c,1965.0,14.376,Neptune-like,2014,11.4,3.3824,0.281,0.15468857,,Transit
Kepler-310 d,1965.0,14.376,Super Earth,2014,7.0,2.464,0.392,0.25434634,,Transit
Kepler-311 b,2540.0,13.902,Super Earth,2014,3.53,1.7,0.087,0.025188226,,Transit
Kepler-311 c,2540.0,13.902,Super Earth,2014,2.63,1.43,0.145,0.053935662,,Transit
Kepler-312 b,2602.0,13.01,Super Earth,2014,2.21,1.29,0.031,0.004928131,,Transit
Kepler-312 c,2602.0,13.01,Neptune-like,2014,10.1,3.1472,0.153,0.053935662,,Transit
Kepler-313 b,3521.0,14.304,Neptune-like,2014,6.94,2.5312,0.125,0.04106776,,Transit
Kepler-313 c,3521.0,14.304,Neptune-like,2014,7.13,2.5648,0.208,0.08843258,,Transit
Kepler-314 b,877.0,12.64,Terrestrial,2014,0.5,0.83,0.035,0.006844627,,Transit
Kepler-314 c,877.0,12.64,Neptune-like,2014,8.75,2.9008,0.064,0.016427105,,Transit
Kepler-315 b,3786.0,15.546,Neptune-like,2014,13.7,3.7632,0.402,0.26310745,,Transit
Kepler-315 c,3786.0,15.546,Neptune-like,2014,16.1,4.144,0.791,0.7268994,,Transit
Kepler-316 b,1256.0,15.81,Super Earth,2014,1.2,1.06,0.027,0.006023272,,Transit
Kepler-316 c,1256.0,15.81,Super Earth,2014,1.65,1.16,0.058,0.018617386,,Transit
Kepler-317 b,3068.0,15.665,Super Earth,2014,109.71,2.09,0.061,0.015058179,,Transit
Kepler-317 c,3068.0,15.665,Super Earth,2014,3.61,1.72,0.083,0.024093088,,Transit
Kepler-318 b,1596.0,13.442,Neptune-like,2014,19.9,4.704,0.056,0.012867898,,Transit
Kepler-318 c,1596.0,13.442,Neptune-like,2014,13.1,3.6736,0.105,0.03230664,,Transit
Kepler-319 b,1642.0,13.926,Super Earth,2014,3.29,1.63,0.051,0.012046544,,Transit
Kepler-319 c,1642.0,13.926,Neptune-like,2014,7.41,2.632,0.069,0.01889117,,Transit
Kepler-319 d,1642.0,13.926,Neptune-like,2014,5.86,2.2848,0.191,0.087063655,,Transit
Kepler-31 b,5430.0,15.496,Neptune-like,2011,25.9,5.4992,0.16,0.05722108,,Transit
Kepler-31 c,5430.0,15.496,Gas Giant,2011,1494.6,5.2976,0.26,0.11663244,,Transit
Kepler-31 d,5430.0,15.496,Gas Giant,2014,2162.4,3.8976,0.4,0.23983572,,Transit
Kepler-320 b,2696.0,13.494,Super Earth,2014,1.55,1.14,0.085,0.022997946,,Transit
Kepler-320 c,2696.0,13.494,Super Earth,2014,2.45,1.37,0.142,0.049007528,,Transit
Kepler-321 b,1254.0,12.918,Super Earth,2014,3.78,1.77,0.057,0.013415469,,Transit
Kepler-321 c,1254.0,12.918,Neptune-like,2014,5.99,2.3184,0.11,0.035865847,,Transit
Kepler-322 b,1306.0,13.687,Super Earth,2014,1.01,1.01,0.027,0.004654347,,Transit
Kepler-322 c,1306.0,13.687,Super Earth,2014,3.43,1.67,0.051,0.011772759,,Transit
Kepler-323 b,1484.0,12.78,Super Earth,2014,684.65,1.43,0.028,0.004654347,,Transit
Kepler-323 c,1484.0,12.78,Super Earth,2014,79.82,1.63,0.046,0.009856262,,Transit
Kepler-324 b,1636.0,14.222,Super Earth,2014,1.55,1.14,0.05,0.012046544,,Transit
Kepler-324 c,1636.0,14.222,Neptune-like,2014,10.1,3.1472,0.26,0.14182067,,Transit
Kepler-324 e,1636.0,14.222,Super Earth,2021,4.81,2.039,0.1074,0.03832991,,Transit
Kepler-325 b,2685.0,15.175,Neptune-like,2014,8.8,2.912,0.053,0.012320329,,Transit
Kepler-325 c,2685.0,15.175,Neptune-like,2014,6.99,2.5424,0.105,0.03504449,,Transit
Kepler-325 d,2685.0,15.175,Neptune-like,2014,8.2,2.7888,0.22,0.105954826,,Transit
Kepler-326 b,1591.0,13.734,Super Earth,2014,44.52,1.52,0.032,0.006023272,,Transit
Kepler-326 c,1591.0,13.734,Super Earth,2014,17.4,1.4,0.051,0.012594113,,Transit
Kepler-326 d,1591.0,13.734,Super Earth,2014,6.9,1.21,0.066,0.018617386,,Transit
Kepler-327 b,789.0,15.611,Super Earth,2014,1.41,1.11,0.029,0.006844627,,Transit
Kepler-327 c,789.0,15.611,Super Earth,2014,20.3,1.03,0.047,0.014236824,,Transit
Kepler-327 d,789.0,15.611,Super Earth,2014,3.64,1.73,0.09,0.03832991,,Transit
Kepler-328 b,7219.0,15.794,Super Earth,2013,28.5,2.296,0.2199,0.095551,,Transit
Kepler-328 c,7219.0,15.794,Gas Giant,2013,39.4,5.3984,0.354,0.19520877,,Transit
Kepler-329 b,1434.0,15.886,Super Earth,2014,2.54,1.4,0.061,0.020260096,,Transit
Kepler-329 c,1434.0,15.886,Super Earth,2014,4.38,1.93,0.113,0.051197812,,Transit
Kepler-32 b,1056.0,16.36,Gas Giant,2011,1303.8,2.2,0.05,0.01615332,,Transit
Kepler-32 c,1056.0,16.36,Neptune-like,2011,159.0,2.0,0.09,0.024093088,,Transit
Kepler-32 d,1056.0,16.36,Neptune-like,2012,7.75,2.6992,0.13,0.062422995,,Transit
Kepler-32 e,1056.0,16.36,Super Earth,2012,2.86,1.5,0.033,0.007939767,,Transit
Kepler-32 f,1056.0,16.36,Terrestrial,2012,0.48,0.82,0.013,0.001916496,,Transit
Kepler-330 b,2341.0,15.569,Super Earth,2014,2.39,1.35,0.075,0.022724163,,Transit
Kepler-330 c,2341.0,15.569,Super Earth,2014,4.46,1.95,0.116,0.043805614,,Transit
Kepler-331 b,1892.0,16.199,Super Earth,2014,3.97,1.82,0.065,0.023271732,,Transit
Kepler-331 c,1892.0,16.199,Super Earth,2014,4.04,1.84,0.105,0.047364816,,Transit
Kepler-331 d,1892.0,16.199,Super Earth,2014,3.33,1.64,0.159,0.08788501,,Transit
Kepler-332 b,1123.0,14.243,Super Earth,2014,1.71,1.17,0.07,0.020807665,,Transit
Kepler-332 c,1123.0,14.243,Super Earth,2014,1.32,1.09,0.114,0.043805614,,Transit
Kepler-332 d,1123.0,14.243,Super Earth,2014,1.76,1.18,0.189,0.0936345,,Transit
Kepler-333 b,1058.0,15.052,Super Earth,2014,28.2,1.32,0.087,0.034496922,,Transit
Kepler-333 c,1058.0,15.052,Super Earth,2014,1.41,1.11,0.135,0.06598221,,Transit
Kepler-334 b,1392.0,12.834,Super Earth,2014,1.46,1.12,0.061,0.015058179,,Transit
Kepler-334 c,1392.0,12.834,Super Earth,2014,2.63,1.43,0.107,0.03504449,,Transit
Kepler-334 d,1392.0,12.834,Super Earth,2014,2.57,1.41,0.168,0.06872006,,Transit
Kepler-335 b,4172.0,14.111,Neptune-like,2014,11.4,3.3824,0.075,0.018069815,,Transit
Kepler-335 c,4172.0,14.111,Neptune-like,2014,9.64,3.0688,0.356,0.1856263,,Transit
Kepler-336 b,2508.0,13.677,Super Earth,2014,1.04,1.02,0.033,0.005475702,,Transit
Kepler-336 c,2508.0,13.677,Neptune-like,2014,5.06,2.1,0.092,0.026283368,,Transit
Kepler-336 d,2508.0,13.677,Neptune-like,2014,6.21,2.3632,0.154,0.056673512,,Transit
Kepler-337 b,2212.0,12.799,Super Earth,2014,2.99,1.54,0.045,0.009034907,,Transit
Kepler-337 c,2212.0,12.799,Super Earth,2014,4.86,2.05,0.093,0.026557151,,Transit
Kepler-338 b,1803.0,12.19,Super Earth,2014,30.6,2.4416,0.117,0.037508555,0.04,Transit
Kepler-338 c,1803.0,12.19,Neptune-like,2014,6.08,2.3408,0.172,0.06652977,0.03,Transit
Kepler-338 d,1803.0,12.19,Neptune-like,2014,9.27,3.0016,0.257,0.12156058,0.03,Transit
Kepler-338 e,1803.0,12.19,Super Earth,2014,8.5,1.56,0.0893,0.025462013,0.05,Transit Timing Variations
Kepler-339 b,2011.0,14.706,Super Earth,2014,2.6,1.42,0.055,0.013689254,,Transit
Kepler-339 c,2011.0,14.706,Super Earth,2014,7.3,1.15,0.069,0.019164955,,Transit
Kepler-339 d,2011.0,14.706,Super Earth,2014,14.7,1.17,0.091,0.02902122,,Transit
Kepler-33 b,3944.0,14.099,Super Earth,2011,3.68,1.74,0.0677,0.015605749,,Transit
Kepler-33 c,3944.0,14.099,Terrestrial,2011,0.39,3.192,0.1189,0.03613963,,Transit
Kepler-33 d,3944.0,14.099,Neptune-like,2011,3.91,5.3424,0.1662,0.059685145,,Transit
Kepler-33 e,3944.0,14.099,Neptune-like,2011,5.57,4.0208,0.2138,0.087063655,,Transit
Kepler-33 f,3944.0,14.099,Neptune-like,2011,9.6,4.4576,0.2535,0.112251885,,Transit
Kepler-340 b,2638.0,12.329,Neptune-like,2014,6.94,2.5312,0.134,0.04052019,,Transit
Kepler-340 c,2638.0,12.329,Neptune-like,2014,11.3,3.3712,0.178,0.062422995,,Transit
Kepler-341 b,3415.0,14.739,Super Earth,2014,1.76,1.18,0.06,0.014236824,,Transit
Kepler-341 c,3415.0,14.739,Super Earth,2014,3.53,1.7,0.08,0.021902807,,Transit
Kepler-341 d,3415.0,14.739,Super Earth,2014,4.08,1.85,0.182,0.07583847,,Transit
Kepler-341 e,3415.0,14.739,Super Earth,2014,4.62,1.99,0.242,0.11635866,,Transit
Kepler-342 b,2550.0,13.2,Neptune-like,2014,5.69,2.2512,0.128,0.04161533,,Transit
Kepler-342 c,2550.0,13.2,Super Earth,2014,4.5,1.96,0.185,0.071731694,,Transit
Kepler-342 d,2550.0,13.2,Neptune-like,2014,6.76,2.4864,0.242,0.1081451,,Transit
Kepler-342 e,2550.0,13.2,Terrestrial,2016,0.62,0.88,0.0293,0.004380561,,Transit
Kepler-343 b,3025.0,14.063,Neptune-like,2014,6.39,2.408,0.088,0.024640657,,Transit
Kepler-343 c,3025.0,14.063,Super Earth,2014,4.74,2.02,0.167,0.06351814,,Transit
Kepler-344 b,3272.0,15.539,Neptune-like,2014,7.32,2.6096,0.153,0.060232718,,Transit
Kepler-344 c,3272.0,15.539,Neptune-like,2014,9.01,2.9456,0.488,0.34387407,,Transit
Kepler-345 b,848.0,14.344,Terrestrial,2014,0.5,0.74,0.066,0.020260096,,Transit
Kepler-345 c,848.0,14.344,Super Earth,2014,2.2,1.2,0.077,0.025735795,,Transit
Kepler-346 b,3210.0,15.261,Neptune-like,2014,7.56,2.6544,0.071,0.01779603,,Transit
Kepler-346 c,3210.0,15.261,Neptune-like,2014,9.64,3.0688,0.168,0.065434635,,Transit
Kepler-347 b,4237.0,14.567,Super Earth,2014,4.54,1.97,0.11,0.03504449,,Transit
Kepler-347 c,4237.0,14.567,Super Earth,2014,3.71,1.75,0.183,0.07474332,,Transit
Kepler-348 b,1862.0,12.676,Super Earth,2014,2.92,1.52,0.076,0.01943874,,Transit
Kepler-348 c,1862.0,12.676,Super Earth,2014,2.33,1.33,0.138,0.047364816,,Transit
Kepler-349 b,3069.0,14.915,Super Earth,2014,94.45,1.9,0.065,0.01615332,,Transit
Kepler-349 c,3069.0,14.915,Super Earth,2014,4.5,1.96,0.105,0.03340178,,Transit
Kepler-34 b,5874.0,15.087,Gas Giant,2011,69.96,8.5568,1.0896,0.79069126,0.18,Transit
Kepler-350 b,3121.0,13.965,Super Earth,2014,4.08,1.85,0.104,0.030663928,,Transit
Kepler-350 c,3121.0,13.965,Neptune-like,2013,6.1,3.1024,0.1385,0.04873374,,Transit
Kepler-350 d,3121.0,13.965,Super Earth,2013,14.9,2.8,0.1786,0.07145791,,Transit
Kepler-351 b,3536.0,16.229,Neptune-like,2014,4.8,3.0576,0.214,0.10157426,,Transit
Kepler-351 c,3536.0,16.229,Neptune-like,2014,11.1,3.192,0.287,0.15660506,,Transit
Kepler-351 d,3536.0,16.229,Neptune-like,2016,7.85,2.7216,0.5177,0.39014372,,Transit
Kepler-352 b,824.0,13.142,Terrestrial,2014,0.57,0.86,0.085,0.027652293,,Transit
Kepler-352 c,824.0,13.142,Super Earth,2014,2.07,1.24,0.118,0.044626966,,Transit
Kepler-352 d,824.0,13.142,Terrestrial,2021,0.45,0.806,0.0657,0.01889117,,Transit
Kepler-353 b,1255.0,16.126,Terrestrial,2014,0.64,0.89,0.051,0.015879534,,Transit
Kepler-353 c,1255.0,16.126,Super Earth,2014,2.48,1.38,0.065,0.022997946,,Transit
Kepler-354 b,1807.0,15.771,Super Earth,2014,4.04,1.84,0.054,0.015058179,,Transit
Kepler-354 c,1807.0,15.771,Super Earth,2014,2.27,1.31,0.115,0.046269678,,Transit
Kepler-354 d,1807.0,15.771,Super Earth,2014,2.07,1.24,0.146,0.066255994,,Transit
Kepler-355 b,4672.0,15.242,Super Earth,2014,2.73,1.46,0.102,0.030116359,,Transit
Kepler-355 c,4672.0,15.242,Neptune-like,2014,7.8,2.7104,0.179,0.07063655,,Transit
Kepler-356 b,2308.0,13.058,Super Earth,2014,3.09,1.57,0.057,0.012594113,,Transit
Kepler-356 c,2308.0,13.058,Super Earth,2014,3.93,1.81,0.115,0.035865847,,Transit
Kepler-357 b,2246.0,15.735,Super Earth,2014,4.04,1.84,0.063,0.01779603,,Transit
Kepler-357 c,2246.0,15.735,Neptune-like,2014,7.61,2.6656,0.12,0.046269678,,Transit
Kepler-357 d,2246.0,15.735,Neptune-like,2014,11.6,3.4272,0.246,0.13552362,,Transit
Kepler-358 b,3592.0,15.516,Neptune-like,2014,7.85,2.7216,0.21,0.09336071,,Transit
Kepler-358 c,3592.0,15.516,Neptune-like,2014,8.5,2.8448,0.381,0.22861055,,Transit
Kepler-359 b,4708.0,15.805,Neptune-like,2014,12.2,3.528,0.178,0.07008898,,Transit
Kepler-359 c,4708.0,15.805,Neptune-like,2014,2.9,4.3008,0.307,0.15797399,,Transit
Kepler-359 d,4708.0,15.805,Neptune-like,2014,2.7,4.0096,0.372,0.21108828,,Transit
Kepler-35 b,5934.0,15.863,Gas Giant,2011,40.39,8.1536,0.60347,0.36002737,0.04,Transit
Kepler-360 b,2858.0,15.011,Super Earth,2014,3.36,1.65,0.044,0.009034907,,Transit
Kepler-360 c,2858.0,15.011,Neptune-like,2014,5.06,2.1,0.075,0.019712524,,Transit
Kepler-361 b,3035.0,13.635,Super Earth,2014,2.7,1.45,0.086,0.023271732,,Transit
Kepler-361 c,3035.0,13.635,Neptune-like,2014,6.9,2.52,0.3,0.15112936,,Transit
Kepler-362 b,3557.0,14.608,Terrestrial,2014,0.62,0.88,0.087,0.028199865,,Transit
Kepler-362 c,3557.0,14.608,Super Earth,2014,2.7,1.45,0.207,0.10376455,,Transit
Kepler-363 b,2488.0,13.472,Super Earth,2014,1.65,1.16,0.048,0.009856262,,Transit
Kepler-363 c,2488.0,13.472,Super Earth,2014,66.46,1.69,0.079,0.02053388,,Transit
Kepler-363 d,2488.0,13.472,Super Earth,2014,4.86,2.05,0.107,0.032580424,,Transit
Kepler-364 b,2908.0,13.754,Super Earth,2014,3.02,1.55,0.178,0.07036277,,Transit
Kepler-364 c,2908.0,13.754,Neptune-like,2014,5.27,2.15,0.312,0.16427104,,Transit
Kepler-365 b,3389.0,14.771,Super Earth,2014,4.82,2.04,0.098,0.029295003,,Transit
Kepler-365 c,3389.0,14.771,Super Earth,2014,3.33,1.64,0.137,0.04873374,,Transit
Kepler-366 b,6055.0,14.952,Super Earth,2014,2.73,1.46,0.045,0.009034907,,Transit
Kepler-366 c,6055.0,14.952,Super Earth,2014,3.86,1.79,0.11,0.034223136,,Transit
Kepler-367 b,613.0,13.193,Super Earth,2014,2.24,1.3,0.201,0.103490755,,Transit
Kepler-367 c,613.0,13.193,Super Earth,2014,1.87,1.2,0.253,0.1467488,,Transit
Kepler-368 b,2515.0,12.946,Neptune-like,2014,10.7,3.2592,0.186,0.0733744,,Transit
Kepler-368 c,2515.0,12.946,Neptune-like,2014,14.3,3.8752,0.36,0.1982204,,Transit
Kepler-369 b,698.0,16.429,Super Earth,2014,1.51,1.13,0.03,0.007392197,,Transit
Kepler-369 c,698.0,16.429,Super Earth,2014,2.57,1.41,0.094,0.040793974,,Transit
Kepler-36 b,1722.0,11.941,Super Earth,2012,3.83,1.498,0.1153,0.038056124,,Transit
Kepler-36 c,1722.0,11.941,Neptune-like,2012,7.13,3.6736,0.1283,0.044353183,,Transit
Kepler-370 b,3810.0,15.467,Super Earth,2014,3.15,1.59,0.054,0.012594113,,Transit
Kepler-370 c,3810.0,15.467,Super Earth,2014,4.31,1.91,0.14,0.052019164,,Transit
Kepler-371 b,2653.0,13.997,Super Earth,2014,4.23,1.89,0.2,0.095277205,,Transit
Kepler-371 c,2653.0,13.997,Super Earth,2014,3.82,1.78,0.313,0.18617386,,Transit
Kepler-372 b,4873.0,14.928,Super Earth,2014,2.42,1.36,0.075,0.018617386,,Transit
Kepler-372 c,4873.0,14.928,Super Earth,2014,5.02,2.09,0.154,0.0550308,,Transit
Kepler-372 d,4873.0,14.928,Super Earth,2014,3.5,1.69,0.201,0.08240931,,Transit
Kepler-373 b,3557.0,14.596,Super Earth,2014,2.42,1.36,0.06,0.015058179,,Transit
Kepler-373 c,3557.0,14.596,Super Earth,2014,2.07,1.24,0.126,0.045722112,,Transit
Kepler-374 b,4128.0,14.701,Super Earth,2014,1.08,1.03,0.029,0.005201916,,Transit
Kepler-374 c,4128.0,14.701,Super Earth,2014,1.37,1.1,0.042,0.009034907,,Transit
Kepler-374 d,4128.0,14.701,Super Earth,2014,2.27,1.31,0.056,0.013689254,,Transit
Kepler-375 b,4041.0,15.643,Super Earth,2014,2.7,1.45,0.101,0.033127997,,Transit
Kepler-375 c,4041.0,15.643,Neptune-like,2014,7.51,2.6432,0.141,0.054757014,,Transit
Kepler-376 b,3011.0,13.86,Super Earth,2014,1.24,1.07,0.057,0.013415469,,Transit
Kepler-376 c,3011.0,13.86,Super Earth,2014,3.86,1.79,0.115,0.03887748,,Transit
Kepler-377 b,2687.0,14.081,Super Earth,2014,2.51,1.39,0.109,0.034223136,,Transit
Kepler-377 c,2687.0,14.081,Super Earth,2014,4.9,2.06,0.182,0.07392197,,Transit
Kepler-378 b,496.0,12.619,Terrestrial,2014,0.35,0.75,0.112,0.044079397,,Transit
Kepler-378 c,496.0,12.619,Terrestrial,2014,0.27,0.7,0.166,0.079123884,,Transit
Kepler-379 b,2385.0,13.475,Super Earth,2014,3.39,1.66,0.152,0.0550308,,Transit
Kepler-379 c,2385.0,13.475,Neptune-like,2014,5.86,2.2848,0.326,0.17193703,,Transit
Kepler-37 b,209.0,9.770001,Super Earth,2013,3.18,0.296,0.1003,0.0366872,,Transit
Kepler-37 c,209.0,9.770001,Terrestrial,2013,12.0,0.75,0.1368,0.05831622,0.09,Transit
Kepler-37 d,209.0,9.770001,Neptune-like,2013,12.2,1.94,0.2076,0.10896646,0.15,Transit
Kepler-37 e,209.0,9.770001,Terrestrial,2014,0.03,0.37,0.246,0.14017797,,Transit Timing Variations
Kepler-380 b,2654.0,13.74,Super Earth,2014,1.81,1.19,0.05,0.010677618,,Transit
Kepler-380 c,2654.0,13.74,Super Earth,2014,2.15,1.27,0.078,0.020807665,,Transit
Kepler-381 b,872.0,10.47,Terrestrial,2014,0.94,0.99,0.066,0.015331964,,Transit
Kepler-381 c,872.0,10.47,Super Earth,2014,1.46,1.12,0.117,0.0366872,,Transit
Kepler-381 d,872.0,10.47,Super Earth,2021,1.23,1.067,0.085,0.022724163,,Transit
Kepler-382 b,3051.0,14.907,Super Earth,2014,2.3,1.32,0.055,0.01451061,,Transit
Kepler-382 c,3051.0,14.907,Super Earth,2014,3.15,1.59,0.097,0.03340178,,Transit
Kepler-383 b,1533.0,15.473,Super Earth,2014,2.3,1.32,0.095,0.035318274,,Transit
Kepler-383 c,1533.0,15.473,Super Earth,2014,2.07,1.24,0.172,0.085420944,,Transit
Kepler-384 b,2922.0,13.734,Super Earth,2014,1.46,1.12,0.148,0.06187543,,Transit
Kepler-384 c,2922.0,13.734,Super Earth,2014,1.51,1.13,0.236,0.12402464,,Transit
Kepler-385 b,4673.0,15.76,Super Earth,2014,12.8,2.7328,0.097,0.027378507,,Transit
Kepler-385 c,4673.0,15.76,Neptune-like,2014,13.2,3.0352,0.127,0.04161533,,Transit
Kepler-385 d,4673.0,15.76,Neptune-like,2020,7.36,2.6208,0.3024,0.15441479,,Transit
Kepler-386 b,2879.0,15.949,Super Earth,2014,2.51,1.39,0.096,0.033675566,,Transit
Kepler-386 c,2879.0,15.949,Super Earth,2014,3.12,1.58,0.155,0.068993844,,Transit
Kepler-387 b,2613.0,14.129,Super Earth,2014,1.08,1.03,0.068,0.018617386,,Transit
Kepler-387 c,2613.0,14.129,Terrestrial,2014,0.64,0.89,0.098,0.03230664,,Transit
Kepler-388 b,1386.0,15.218,Terrestrial,2014,0.46,0.81,0.036,0.008761123,,Transit
Kepler-388 c,1386.0,15.218,Terrestrial,2014,0.57,0.86,0.093,0.036413416,,Transit
Kepler-389 b,2664.0,15.769,Super Earth,2014,2.89,1.51,0.041,0.008761123,,Transit
Kepler-389 c,2664.0,15.769,Super Earth,2014,2.73,1.46,0.11,0.039698835,,Transit
Kepler-38 b,3832.0,14.015,Gas Giant,2012,122.11,4.3008,0.4632,0.28911704,0.032,Transit
Kepler-390 b,1420.0,14.231,Terrestrial,2014,0.48,0.82,0.065,0.0183436,,Transit
Kepler-390 c,1420.0,14.231,Terrestrial,2014,0.42,0.79,0.101,0.035865847,,Transit
Kepler-391 b,2835.0,13.177,Neptune-like,2014,10.3,3.192,0.082,0.020260096,,Transit
Kepler-391 c,2835.0,13.177,Neptune-like,2014,12.3,3.5392,0.161,0.056125943,,Transit
Kepler-392 b,2223.0,13.528,Terrestrial,2014,0.97,1.0,0.059,0.01451061,,Transit
Kepler-392 c,2223.0,13.528,Super Earth,2014,1.37,1.1,0.093,0.028473647,,Transit
Kepler-393 b,2875.0,13.258,Super Earth,2014,2.21,1.29,0.091,0.025188226,,Transit
Kepler-393 c,2875.0,13.258,Super Earth,2014,2.33,1.33,0.124,0.039972622,,Transit
Kepler-394 b,3454.0,14.948,Super Earth,2014,3.19,1.6,0.083,0.021902807,,Transit
Kepler-394 c,3454.0,14.948,Super Earth,2014,3.39,1.66,0.11,0.033127997,,Transit
Kepler-394 d,3454.0,14.948,Super Earth,2021,2.86,1.501,0.0646,0.015331964,,Transit
Kepler-395 b,1375.0,16.5919,Super Earth,2014,1.08,1.03,0.061,0.01943874,,Transit
Kepler-395 c,1375.0,16.5919,Super Earth,2014,2.3,1.32,0.177,0.09582478,,Transit
Kepler-396 b,730.0,12.259,Gas Giant,2013,75.68,3.4944,0.2336,0.117727585,,Transit
Kepler-396 c,730.0,12.259,Neptune-like,2013,17.9,5.2976,0.378,0.2422998,,Transit
Kepler-397 b,3161.0,16.357,Neptune-like,2014,6.62,2.4528,0.144,0.06105407,,Transit
Kepler-397 c,3161.0,16.357,Neptune-like,2014,31.6,6.1712,0.48,0.37097877,,Transit
